,chr,start,end,state,median,multiplier,cell_id,sample_id,library_id
40375,9,39000001,71000000,1,1.50796381919502,6,SA928-A73044A-R08-C30,SA928,A73044A
40376,9,71000001,90500000,6,5.90303628738726,6,SA928-A73044A-R08-C30,SA928,A73044A
40377,9,90500001,101500000,5,4.9833031928026505,6,SA928-A73044A-R08-C30,SA928,A73044A
40378,9,101500001,111500000,7,7.2388112484507205,6,SA928-A73044A-R08-C30,SA928,A73044A
40379,9,111500001,112500000,6,5.91164182979512,6,SA928-A73044A-R08-C30,SA928,A73044A
40380,9,112500001,116000000,5,5.16481760780622,6,SA928-A73044A-R08-C30,SA928,A73044A
40381,9,116000001,131000000,6,6.14412765380566,6,SA928-A73044A-R08-C30,SA928,A73044A
40382,9,131000001,134500000,5,5.13773224426076,6,SA928-A73044A-R08-C30,SA928,A73044A
40383,9,134500001,141500000,6,5.8010703977291,6,SA928-A73044A-R08-C30,SA928,A73044A
40384,X,1,2000000,5,4.88533630884146,6,SA928-A73044A-R08-C30,SA928,A73044A
40385,X,2000001,155500000,3,3.14947697937656,6,SA928-A73044A-R08-C30,SA928,A73044A
40386,Y,1,23500000,2,2.3028709293645697,6,SA928-A73044A-R08-C30,SA928,A73044A
40387,Y,23500001,59500000,0,0.12121020239497501,6,SA928-A73044A-R08-C30,SA928,A73044A
40388,1,1,2000000,4,4.00000032672406,2,SA928-A73044A-R08-C31,SA928,A73044A
40389,1,2000001,3500000,6,6.000000993708191,2,SA928-A73044A-R08-C31,SA928,A73044A
40390,1,3500001,4500000,8,8.000000116257661,2,SA928-A73044A-R08-C31,SA928,A73044A
40391,1,4500001,5000000,5,9.00000012546105,2,SA928-A73044A-R08-C31,SA928,A73044A
40392,1,5000001,5500000,2,1.9999999894681697,2,SA928-A73044A-R08-C31,SA928,A73044A
40393,1,5500001,6000000,5,3.0000000655668395,2,SA928-A73044A-R08-C31,SA928,A73044A
40394,1,6000001,6500000,2,2.00000018117504,2,SA928-A73044A-R08-C31,SA928,A73044A
40395,1,6500001,7000000,4,4.00000008321406,2,SA928-A73044A-R08-C31,SA928,A73044A
40396,1,7000001,8000000,10,10.0000000597431,2,SA928-A73044A-R08-C31,SA928,A73044A
40397,1,8000001,8500000,5,3.0000000039105896,2,SA928-A73044A-R08-C31,SA928,A73044A
40398,1,8500001,9500000,2,2.00000002845443,2,SA928-A73044A-R08-C31,SA928,A73044A
40399,1,9500001,10000000,5,9.00000024923725,2,SA928-A73044A-R08-C31,SA928,A73044A
40400,1,10000001,10500000,8,7.99999995214928,2,SA928-A73044A-R08-C31,SA928,A73044A
40401,1,10500001,11000000,2,2.00000008619823,2,SA928-A73044A-R08-C31,SA928,A73044A
40402,1,11000001,11500000,6,6.00000007609837,2,SA928-A73044A-R08-C31,SA928,A73044A
40403,1,11500001,12000000,8,8.00000042906919,2,SA928-A73044A-R08-C31,SA928,A73044A
40404,1,12000001,12500000,5,16.0000001564868,2,SA928-A73044A-R08-C31,SA928,A73044A
40405,1,12500001,14500000,2,1.99999999215106,2,SA928-A73044A-R08-C31,SA928,A73044A
40406,1,14500001,15000000,5,2.9999999734644995,2,SA928-A73044A-R08-C31,SA928,A73044A
40407,1,15000001,15500000,2,2.00000005085249,2,SA928-A73044A-R08-C31,SA928,A73044A
40408,1,15500001,16000000,4,4.00000002926332,2,SA928-A73044A-R08-C31,SA928,A73044A
40409,1,16000001,16500000,8,8.00000036101557,2,SA928-A73044A-R08-C31,SA928,A73044A
40410,1,16500001,17500000,5,13.000000155975599,2,SA928-A73044A-R08-C31,SA928,A73044A
40411,1,17500001,18500000,6,6.00000021161304,2,SA928-A73044A-R08-C31,SA928,A73044A
40412,1,18500001,19000000,2,2.0000000393486004,2,SA928-A73044A-R08-C31,SA928,A73044A
40413,1,19000001,19500000,4,4.000000109231779,2,SA928-A73044A-R08-C31,SA928,A73044A
40414,1,19500001,20500000,8,8.00000004820649,2,SA928-A73044A-R08-C31,SA928,A73044A
40415,1,20500001,21000000,4,4.00000006642944,2,SA928-A73044A-R08-C31,SA928,A73044A
40416,1,21000001,22000000,8,7.9999999285745504,2,SA928-A73044A-R08-C31,SA928,A73044A
40417,1,22000001,23000000,5,8.000000173186692,2,SA928-A73044A-R08-C31,SA928,A73044A
40418,1,23000001,23500000,4,4.00000003196846,2,SA928-A73044A-R08-C31,SA928,A73044A
40419,1,23500001,24000000,2,2.00000001379144,2,SA928-A73044A-R08-C31,SA928,A73044A
40420,1,24000001,24500000,6,6.0000000461078,2,SA928-A73044A-R08-C31,SA928,A73044A
40421,1,24500001,25500000,4,4.00000002543062,2,SA928-A73044A-R08-C31,SA928,A73044A
40422,1,25500001,26000000,2,2.00000000606375,2,SA928-A73044A-R08-C31,SA928,A73044A
40423,1,26000001,26500000,5,5.0000000950443795,2,SA928-A73044A-R08-C31,SA928,A73044A
40424,1,26500001,27000000,2,2.00000003494773,2,SA928-A73044A-R08-C31,SA928,A73044A
40425,1,27000001,27500000,6,6.000000140609231,2,SA928-A73044A-R08-C31,SA928,A73044A
40426,1,27500001,28500000,2,2.00000002250562,2,SA928-A73044A-R08-C31,SA928,A73044A
40427,1,28500001,29000000,10,10.0000000020729,2,SA928-A73044A-R08-C31,SA928,A73044A
40428,1,29000001,29500000,2,1.99999999052992,2,SA928-A73044A-R08-C31,SA928,A73044A
40429,1,29500001,31000000,5,12.000000164995699,2,SA928-A73044A-R08-C31,SA928,A73044A
40430,1,31000001,32000000,8,8.00000004766896,2,SA928-A73044A-R08-C31,SA928,A73044A
40431,1,32000001,33000000,10,10.0000001963733,2,SA928-A73044A-R08-C31,SA928,A73044A
40432,1,33000001,34000000,4,4.00000001656902,2,SA928-A73044A-R08-C31,SA928,A73044A
40433,1,34000001,34500000,8,7.99999997253553,2,SA928-A73044A-R08-C31,SA928,A73044A
40434,1,34500001,36000000,5,10.499999916265098,2,SA928-A73044A-R08-C31,SA928,A73044A
40435,1,36000001,36500000,2,1.9999999832478201,2,SA928-A73044A-R08-C31,SA928,A73044A
40436,1,36500001,37500000,4,4.00000007583854,2,SA928-A73044A-R08-C31,SA928,A73044A
40437,1,37500001,38000000,2,2.00000001234374,2,SA928-A73044A-R08-C31,SA928,A73044A
40438,1,38000001,38500000,10,10.000000091567301,2,SA928-A73044A-R08-C31,SA928,A73044A
40439,1,38500001,39000000,8,7.99999998981898,2,SA928-A73044A-R08-C31,SA928,A73044A
40440,1,39000001,39500000,6,5.99999997079461,2,SA928-A73044A-R08-C31,SA928,A73044A
40441,1,39500001,40000000,2,1.99999998507289,2,SA928-A73044A-R08-C31,SA928,A73044A
40442,1,40000001,41000000,5,6.00000000726892,2,SA928-A73044A-R08-C31,SA928,A73044A
40443,1,41000001,41500000,8,8.000000040648969,2,SA928-A73044A-R08-C31,SA928,A73044A
40444,1,41500001,42000000,6,5.99999999842842,2,SA928-A73044A-R08-C31,SA928,A73044A
40445,1,42000001,42500000,8,7.99999999439925,2,SA928-A73044A-R08-C31,SA928,A73044A
40446,1,42500001,43000000,4,3.99999996713812,2,SA928-A73044A-R08-C31,SA928,A73044A
40447,1,43000001,43500000,5,12.999999918160901,2,SA928-A73044A-R08-C31,SA928,A73044A
40448,1,43500001,44500000,6,6.000000070273299,2,SA928-A73044A-R08-C31,SA928,A73044A
40449,1,44500001,45500000,10,10.500000030077802,2,SA928-A73044A-R08-C31,SA928,A73044A
40450,1,45500001,46000000,6,5.99999994485089,2,SA928-A73044A-R08-C31,SA928,A73044A
40451,1,46000001,46500000,2,1.99999998147172,2,SA928-A73044A-R08-C31,SA928,A73044A
40452,1,46500001,47500000,6,6.000000006171299,2,SA928-A73044A-R08-C31,SA928,A73044A
40453,1,47500001,48500000,2,2.00000000506654,2,SA928-A73044A-R08-C31,SA928,A73044A
40454,1,48500001,49000000,10,9.999999925487788,2,SA928-A73044A-R08-C31,SA928,A73044A
40455,1,49000001,49500000,8,7.99999992571324,2,SA928-A73044A-R08-C31,SA928,A73044A
40456,1,49500001,50000000,2,2.0000000079668703,2,SA928-A73044A-R08-C31,SA928,A73044A
40457,1,50000001,52000000,5,1.00000000835701,2,SA928-A73044A-R08-C31,SA928,A73044A
40458,1,52000001,52500000,2,1.99999998248795,2,SA928-A73044A-R08-C31,SA928,A73044A
40459,1,52500001,53000000,8,7.99999993078194,2,SA928-A73044A-R08-C31,SA928,A73044A
40460,1,53000001,53500000,4,3.9999999647410602,2,SA928-A73044A-R08-C31,SA928,A73044A
40461,1,53500001,54000000,5,7.0000001586378895,2,SA928-A73044A-R08-C31,SA928,A73044A
40462,1,54000001,55500000,8,7.9999999964249895,2,SA928-A73044A-R08-C31,SA928,A73044A
40463,1,55500001,56000000,4,3.99999996331128,2,SA928-A73044A-R08-C31,SA928,A73044A
40464,1,56000001,56500000,8,7.999999955808411,2,SA928-A73044A-R08-C31,SA928,A73044A
40465,1,56500001,57000000,6,5.99999995298604,2,SA928-A73044A-R08-C31,SA928,A73044A
40466,1,57000001,57500000,5,0.999999993385251,2,SA928-A73044A-R08-C31,SA928,A73044A
40467,1,57500001,58500000,8,7.99999994240235,2,SA928-A73044A-R08-C31,SA928,A73044A
40468,1,58500001,59000000,2,1.99999998247116,2,SA928-A73044A-R08-C31,SA928,A73044A
40469,1,59000001,60000000,5,10.4999999079683,2,SA928-A73044A-R08-C31,SA928,A73044A
40470,1,60000001,61000000,6,6.00000000625715,2,SA928-A73044A-R08-C31,SA928,A73044A
40471,1,61000001,61500000,2,1.9999999887162399,2,SA928-A73044A-R08-C31,SA928,A73044A
40472,1,61500001,62000000,4,3.9999999826992796,2,SA928-A73044A-R08-C31,SA928,A73044A
40473,1,62000001,62500000,2,1.99999998710022,2,SA928-A73044A-R08-C31,SA928,A73044A
40474,1,62500001,63500000,6,5.999999973680871,2,SA928-A73044A-R08-C31,SA928,A73044A
40475,1,63500001,64000000,2,1.99999999346872,2,SA928-A73044A-R08-C31,SA928,A73044A
40476,1,64000001,64500000,6,5.99999994825224,2,SA928-A73044A-R08-C31,SA928,A73044A
40477,1,64500001,65000000,2,1.99999998428296,2,SA928-A73044A-R08-C31,SA928,A73044A
40478,1,65000001,65500000,4,3.99999997091436,2,SA928-A73044A-R08-C31,SA928,A73044A
40479,1,65500001,66000000,8,7.9999999347314,2,SA928-A73044A-R08-C31,SA928,A73044A
40480,1,66000001,67000000,5,4.00000003010299,2,SA928-A73044A-R08-C31,SA928,A73044A
40481,1,67000001,67500000,8,8.0000000619822,2,SA928-A73044A-R08-C31,SA928,A73044A
40482,1,67500001,68000000,2,1.99999998488549,2,SA928-A73044A-R08-C31,SA928,A73044A
40483,1,68000001,69000000,4,3.9999999734163203,2,SA928-A73044A-R08-C31,SA928,A73044A
40484,1,69000001,69500000,5,5.00000003567322,2,SA928-A73044A-R08-C31,SA928,A73044A
40485,1,69500001,70000000,2,2.00000001999595,2,SA928-A73044A-R08-C31,SA928,A73044A
40486,1,70000001,70500000,8,8.00000018052824,2,SA928-A73044A-R08-C31,SA928,A73044A
40487,1,70500001,71000000,2,2.00000000975369,2,SA928-A73044A-R08-C31,SA928,A73044A
40488,1,71000001,71500000,4,4.00000001907948,2,SA928-A73044A-R08-C31,SA928,A73044A
40489,1,71500001,72000000,6,6.00000006482379,2,SA928-A73044A-R08-C31,SA928,A73044A
40490,1,72000001,75500000,5,8.00000016094147,2,SA928-A73044A-R08-C31,SA928,A73044A
40491,1,75500001,77500000,2,1.99999999871665,2,SA928-A73044A-R08-C31,SA928,A73044A
40492,1,77500001,78000000,5,14.0000000193071,2,SA928-A73044A-R08-C31,SA928,A73044A
40493,1,78000001,78500000,6,5.9999999926694,2,SA928-A73044A-R08-C31,SA928,A73044A
40494,1,78500001,79000000,2,2.00000000094234,2,SA928-A73044A-R08-C31,SA928,A73044A
40495,1,79000001,79500000,4,4.0000000678987595,2,SA928-A73044A-R08-C31,SA928,A73044A
40496,1,79500001,80000000,5,12.0000002378223,2,SA928-A73044A-R08-C31,SA928,A73044A
40497,1,80000001,80500000,4,4.0000000839964995,2,SA928-A73044A-R08-C31,SA928,A73044A
40498,1,80500001,81000000,2,2.00000005013621,2,SA928-A73044A-R08-C31,SA928,A73044A
40499,1,81000001,81500000,10,10.0000002506235,2,SA928-A73044A-R08-C31,SA928,A73044A
40500,1,81500001,82500000,4,4.000000046849509,2,SA928-A73044A-R08-C31,SA928,A73044A
40501,1,82500001,83000000,10,10.0000000869824,2,SA928-A73044A-R08-C31,SA928,A73044A
40502,1,83000001,84000000,6,6.00000008372039,2,SA928-A73044A-R08-C31,SA928,A73044A
40503,1,84000001,84500000,4,4.00000000913538,2,SA928-A73044A-R08-C31,SA928,A73044A
40504,1,84500001,85000000,2,2.0000000127123503,2,SA928-A73044A-R08-C31,SA928,A73044A
40505,1,85000001,86000000,6,5.99999995857617,2,SA928-A73044A-R08-C31,SA928,A73044A
40506,1,86000001,87500000,2,2.00000000832102,2,SA928-A73044A-R08-C31,SA928,A73044A
40507,1,87500001,88000000,5,4.9999999656095895,2,SA928-A73044A-R08-C31,SA928,A73044A
40508,1,88000001,88500000,2,2.00000000518647,2,SA928-A73044A-R08-C31,SA928,A73044A
40509,1,88500001,89500000,5,7.00000004880327,2,SA928-A73044A-R08-C31,SA928,A73044A
40510,1,89500001,90000000,6,5.999999986044509,2,SA928-A73044A-R08-C31,SA928,A73044A
40511,1,90000001,90500000,4,3.99999997574252,2,SA928-A73044A-R08-C31,SA928,A73044A
40512,1,90500001,91000000,6,6.000000005194581,2,SA928-A73044A-R08-C31,SA928,A73044A
40513,1,91000001,91500000,2,1.9999999959630599,2,SA928-A73044A-R08-C31,SA928,A73044A
40514,1,91500001,92000000,8,7.999999967103459,2,SA928-A73044A-R08-C31,SA928,A73044A
40515,1,92000001,92500000,2,1.9999999814165499,2,SA928-A73044A-R08-C31,SA928,A73044A
40516,1,92500001,93000000,5,12.9999999507728,2,SA928-A73044A-R08-C31,SA928,A73044A
40517,1,93000001,93500000,6,5.999999979648281,2,SA928-A73044A-R08-C31,SA928,A73044A
40518,1,93500001,94500000,4,3.9999999836744795,2,SA928-A73044A-R08-C31,SA928,A73044A
40519,1,94500001,95000000,5,4.99999996523586,2,SA928-A73044A-R08-C31,SA928,A73044A
40520,1,95000001,95500000,2,1.9999999814798604,2,SA928-A73044A-R08-C31,SA928,A73044A
40521,1,95500001,96000000,8,7.99999997639507,2,SA928-A73044A-R08-C31,SA928,A73044A
40522,1,96000001,97000000,6,6.00000004853355,2,SA928-A73044A-R08-C31,SA928,A73044A
40523,1,97000001,98000000,8,8.00000009947051,2,SA928-A73044A-R08-C31,SA928,A73044A
40524,1,98000001,98500000,2,2.0000000663515802,2,SA928-A73044A-R08-C31,SA928,A73044A
40525,1,98500001,100000000,8,8.00000009509099,2,SA928-A73044A-R08-C31,SA928,A73044A
40526,1,100000001,100500000,4,4.0000000065229395,2,SA928-A73044A-R08-C31,SA928,A73044A
40527,1,100500001,101000000,6,5.9999999986930295,2,SA928-A73044A-R08-C31,SA928,A73044A
40528,1,101000001,101500000,8,8.0000000369643,2,SA928-A73044A-R08-C31,SA928,A73044A
40529,1,101500001,102000000,2,1.99999999713521,2,SA928-A73044A-R08-C31,SA928,A73044A
40530,1,102000001,102500000,4,4.00000008651661,2,SA928-A73044A-R08-C31,SA928,A73044A
40531,1,102500001,103000000,2,2.0000000589456,2,SA928-A73044A-R08-C31,SA928,A73044A
40532,1,103000001,104000000,5,11.000000322320302,2,SA928-A73044A-R08-C31,SA928,A73044A
40533,1,104000001,104500000,6,6.000000150247519,2,SA928-A73044A-R08-C31,SA928,A73044A
40534,1,104500001,105000000,2,2.00000004891781,2,SA928-A73044A-R08-C31,SA928,A73044A
40535,1,105000001,105500000,6,6.00000014876605,2,SA928-A73044A-R08-C31,SA928,A73044A
40536,1,105500001,106500000,4,4.00000013458947,2,SA928-A73044A-R08-C31,SA928,A73044A
40537,1,106500001,108000000,6,6.000000106791849,2,SA928-A73044A-R08-C31,SA928,A73044A
40538,1,108000001,108500000,4,4.00000000675257,2,SA928-A73044A-R08-C31,SA928,A73044A
40539,1,108500001,109000000,8,7.99999996120167,2,SA928-A73044A-R08-C31,SA928,A73044A
40540,1,109000001,109500000,6,5.99999995933314,2,SA928-A73044A-R08-C31,SA928,A73044A
40541,1,109500001,110000000,8,7.99999996495162,2,SA928-A73044A-R08-C31,SA928,A73044A
40542,1,110000001,110500000,6,6.0000000423644195,2,SA928-A73044A-R08-C31,SA928,A73044A
40543,1,110500001,111500000,8,8.00000003677119,2,SA928-A73044A-R08-C31,SA928,A73044A
40544,1,111500001,114000000,5,9.499999925080461,2,SA928-A73044A-R08-C31,SA928,A73044A
40545,1,114000001,114500000,8,8.00000000013888,2,SA928-A73044A-R08-C31,SA928,A73044A
40546,1,114500001,115000000,2,1.99999998223764,2,SA928-A73044A-R08-C31,SA928,A73044A
40547,1,115000001,116500000,6,5.99999994684276,2,SA928-A73044A-R08-C31,SA928,A73044A
40548,1,116500001,117000000,5,11.999999892938499,2,SA928-A73044A-R08-C31,SA928,A73044A
40549,1,117000001,117500000,2,1.99999998652282,2,SA928-A73044A-R08-C31,SA928,A73044A
40550,1,117500001,118500000,10,9.999999918264571,2,SA928-A73044A-R08-C31,SA928,A73044A
40551,1,118500001,119000000,4,4.0000000171184595,2,SA928-A73044A-R08-C31,SA928,A73044A
40552,1,119000001,119500000,8,8.00000004193086,2,SA928-A73044A-R08-C31,SA928,A73044A
40553,1,119500001,120000000,2,1.99999998295615,2,SA928-A73044A-R08-C31,SA928,A73044A
40554,1,120000001,120500000,6,5.9999999444863406,2,SA928-A73044A-R08-C31,SA928,A73044A
40555,1,120500001,145000000,10,,2,SA928-A73044A-R08-C31,SA928,A73044A
40556,1,145000001,146500000,8,7.9999999264523804,2,SA928-A73044A-R08-C31,SA928,A73044A
40557,1,146500001,147000000,6,5.9999999618955,2,SA928-A73044A-R08-C31,SA928,A73044A
40558,1,147000001,147500000,4,3.9999999628332104,2,SA928-A73044A-R08-C31,SA928,A73044A
40559,1,147500001,148000000,2,1.9999999814049598,2,SA928-A73044A-R08-C31,SA928,A73044A
40560,1,148000001,151000000,10,9.99999993036771,2,SA928-A73044A-R08-C31,SA928,A73044A
40561,1,151000001,152000000,5,4.99999999409188,2,SA928-A73044A-R08-C31,SA928,A73044A
40562,1,152000001,154000000,2,1.9999999824434,2,SA928-A73044A-R08-C31,SA928,A73044A
40563,1,154000001,154500000,8,7.9999999844059895,2,SA928-A73044A-R08-C31,SA928,A73044A
40564,1,154500001,155500000,10,10.000000149959401,2,SA928-A73044A-R08-C31,SA928,A73044A
40565,1,155500001,156000000,6,5.99999999100026,2,SA928-A73044A-R08-C31,SA928,A73044A
40566,1,156000001,156500000,4,4.00000014080937,2,SA928-A73044A-R08-C31,SA928,A73044A
40567,1,156500001,158000000,6,5.99999995402453,2,SA928-A73044A-R08-C31,SA928,A73044A
40568,1,158000001,159500000,4,3.99999999147586,2,SA928-A73044A-R08-C31,SA928,A73044A
40569,1,159500001,160000000,6,5.999999946982089,2,SA928-A73044A-R08-C31,SA928,A73044A
40570,1,160000001,160500000,8,7.9999999694438495,2,SA928-A73044A-R08-C31,SA928,A73044A
40571,1,160500001,161000000,4,3.99999996458167,2,SA928-A73044A-R08-C31,SA928,A73044A
40572,1,161000001,161500000,5,9.00000008758674,2,SA928-A73044A-R08-C31,SA928,A73044A
40573,1,161500001,162500000,10,9.999999907203199,2,SA928-A73044A-R08-C31,SA928,A73044A
40574,1,162500001,163000000,2,1.9999999880764499,2,SA928-A73044A-R08-C31,SA928,A73044A
40575,1,163000001,163500000,4,4.00000001544831,2,SA928-A73044A-R08-C31,SA928,A73044A
40576,1,163500001,164000000,8,8.00000005558518,2,SA928-A73044A-R08-C31,SA928,A73044A
40577,1,164000001,164500000,4,4.00000002149566,2,SA928-A73044A-R08-C31,SA928,A73044A
40578,1,164500001,165000000,6,5.99999994847923,2,SA928-A73044A-R08-C31,SA928,A73044A
40579,1,165000001,165500000,8,7.999999925842809,2,SA928-A73044A-R08-C31,SA928,A73044A
40580,1,165500001,166000000,4,3.9999999632342593,2,SA928-A73044A-R08-C31,SA928,A73044A
40581,1,166000001,167500000,5,5.99999997932458,2,SA928-A73044A-R08-C31,SA928,A73044A
40582,1,167500001,168000000,6,5.99999994510411,2,SA928-A73044A-R08-C31,SA928,A73044A
40583,1,168000001,169000000,2,1.9999999870524698,2,SA928-A73044A-R08-C31,SA928,A73044A
40584,1,169000001,169500000,5,5.00000001880094,2,SA928-A73044A-R08-C31,SA928,A73044A
40585,1,169500001,170000000,8,8.000000015196461,2,SA928-A73044A-R08-C31,SA928,A73044A
40586,1,170000001,170500000,10,10.000000053526099,2,SA928-A73044A-R08-C31,SA928,A73044A
40587,1,170500001,171000000,6,6.0000000149851,2,SA928-A73044A-R08-C31,SA928,A73044A
40588,1,171000001,171500000,2,1.9999999901300902,2,SA928-A73044A-R08-C31,SA928,A73044A
40589,1,171500001,173000000,5,4.00000001430452,2,SA928-A73044A-R08-C31,SA928,A73044A
40590,1,173000001,173500000,4,3.99999998407359,2,SA928-A73044A-R08-C31,SA928,A73044A
40591,1,173500001,174500000,5,2.999999998885,2,SA928-A73044A-R08-C31,SA928,A73044A
40592,1,174500001,175500000,6,5.9999999709264005,2,SA928-A73044A-R08-C31,SA928,A73044A
40593,1,175500001,176000000,4,3.9999999629514598,2,SA928-A73044A-R08-C31,SA928,A73044A
40594,1,176000001,177500000,8,8.00000002308907,2,SA928-A73044A-R08-C31,SA928,A73044A
40595,1,177500001,178500000,2,1.99999999052326,2,SA928-A73044A-R08-C31,SA928,A73044A
40596,1,178500001,179000000,6,5.999999952830059,2,SA928-A73044A-R08-C31,SA928,A73044A
40597,1,179000001,179500000,5,4.99999995791269,2,SA928-A73044A-R08-C31,SA928,A73044A
40598,1,179500001,180000000,8,7.99999994350977,2,SA928-A73044A-R08-C31,SA928,A73044A
40599,1,180000001,180500000,10,9.99999991226539,2,SA928-A73044A-R08-C31,SA928,A73044A
40600,1,180500001,181000000,5,0.999999992001393,2,SA928-A73044A-R08-C31,SA928,A73044A
40601,1,181000001,182000000,4,3.99999997280452,2,SA928-A73044A-R08-C31,SA928,A73044A
40602,1,182000001,183500000,8,7.99999992751172,2,SA928-A73044A-R08-C31,SA928,A73044A
40603,1,183500001,184000000,10,9.999999926529199,2,SA928-A73044A-R08-C31,SA928,A73044A
40604,1,184000001,184500000,6,5.999999965360099,2,SA928-A73044A-R08-C31,SA928,A73044A
40605,1,184500001,185000000,5,4.99999997439224,2,SA928-A73044A-R08-C31,SA928,A73044A
40606,1,185000001,185500000,4,4.00000000279402,2,SA928-A73044A-R08-C31,SA928,A73044A
40607,1,185500001,189500000,2,2.0000000259874198,2,SA928-A73044A-R08-C31,SA928,A73044A
40608,1,189500001,190000000,4,4.0000001489041095,2,SA928-A73044A-R08-C31,SA928,A73044A
40609,1,190000001,190500000,6,6.000000268012349,2,SA928-A73044A-R08-C31,SA928,A73044A
40610,1,190500001,191500000,5,14.0000004901093,2,SA928-A73044A-R08-C31,SA928,A73044A
40611,1,191500001,192000000,6,6.000000190277281,2,SA928-A73044A-R08-C31,SA928,A73044A
40612,1,192000001,192500000,10,10.000000258590902,2,SA928-A73044A-R08-C31,SA928,A73044A
40613,1,192500001,193000000,4,4.00000002538329,2,SA928-A73044A-R08-C31,SA928,A73044A
40614,1,193000001,193500000,5,9.00000008451457,2,SA928-A73044A-R08-C31,SA928,A73044A
40615,1,193500001,194500000,2,2.000000045025,2,SA928-A73044A-R08-C31,SA928,A73044A
40616,1,194500001,195000000,10,10.0000003678516,2,SA928-A73044A-R08-C31,SA928,A73044A
40617,1,195000001,195500000,6,6.00000022532819,2,SA928-A73044A-R08-C31,SA928,A73044A
40618,1,195500001,196000000,8,8.00000025124335,2,SA928-A73044A-R08-C31,SA928,A73044A
40619,1,196000001,197000000,5,1.00000003140959,2,SA928-A73044A-R08-C31,SA928,A73044A
40620,1,197000001,197500000,2,2.00000003658467,2,SA928-A73044A-R08-C31,SA928,A73044A
40621,1,197500001,198000000,6,6.00000006929212,2,SA928-A73044A-R08-C31,SA928,A73044A
40622,1,198000001,199000000,8,8.000000145830539,2,SA928-A73044A-R08-C31,SA928,A73044A
40623,1,199000001,199500000,4,4.00000007252404,2,SA928-A73044A-R08-C31,SA928,A73044A
40624,1,199500001,200500000,2,1.99999998266361,2,SA928-A73044A-R08-C31,SA928,A73044A
40625,1,200500001,201000000,6,5.99999994653867,2,SA928-A73044A-R08-C31,SA928,A73044A
40626,1,201000001,202000000,8,8.00000026889932,2,SA928-A73044A-R08-C31,SA928,A73044A
40627,1,202000001,202500000,4,4.00000000107167,2,SA928-A73044A-R08-C31,SA928,A73044A
40628,1,202500001,203000000,8,7.99999996555761,2,SA928-A73044A-R08-C31,SA928,A73044A
40629,1,203000001,203500000,5,3.0000000405625897,2,SA928-A73044A-R08-C31,SA928,A73044A
40630,1,203500001,204000000,2,1.99999998908775,2,SA928-A73044A-R08-C31,SA928,A73044A
40631,1,204000001,204500000,4,4.00000006619641,2,SA928-A73044A-R08-C31,SA928,A73044A
40632,1,204500001,205000000,8,8.00000004571643,2,SA928-A73044A-R08-C31,SA928,A73044A
40633,1,205000001,205500000,4,4.00000005214313,2,SA928-A73044A-R08-C31,SA928,A73044A
40634,1,205500001,207000000,6,5.999999992765519,2,SA928-A73044A-R08-C31,SA928,A73044A
40635,1,207000001,207500000,4,3.9999999639656494,2,SA928-A73044A-R08-C31,SA928,A73044A
40636,1,207500001,208000000,6,5.9999999735996905,2,SA928-A73044A-R08-C31,SA928,A73044A
40637,1,208000001,208500000,2,1.9999999970256799,2,SA928-A73044A-R08-C31,SA928,A73044A
40638,1,208500001,209500000,6,5.9999999549144505,2,SA928-A73044A-R08-C31,SA928,A73044A
40639,1,209500001,210000000,4,3.9999999693848802,2,SA928-A73044A-R08-C31,SA928,A73044A
40640,1,210000001,210500000,8,7.99999996269665,2,SA928-A73044A-R08-C31,SA928,A73044A
40641,1,210500001,211000000,2,1.99999998154452,2,SA928-A73044A-R08-C31,SA928,A73044A
40642,1,211000001,211500000,8,7.99999995382821,2,SA928-A73044A-R08-C31,SA928,A73044A
40643,1,211500001,212000000,2,1.99999998393404,2,SA928-A73044A-R08-C31,SA928,A73044A
40644,1,212000001,212500000,4,3.9999999640140005,2,SA928-A73044A-R08-C31,SA928,A73044A
40645,1,212500001,213000000,6,5.99999995288241,2,SA928-A73044A-R08-C31,SA928,A73044A
40646,1,213000001,213500000,5,6.99999994893109,2,SA928-A73044A-R08-C31,SA928,A73044A
40647,1,213500001,214000000,6,5.99999994452253,2,SA928-A73044A-R08-C31,SA928,A73044A
40648,1,214000001,214500000,4,3.99999996798917,2,SA928-A73044A-R08-C31,SA928,A73044A
40649,1,214500001,215000000,6,5.99999995834323,2,SA928-A73044A-R08-C31,SA928,A73044A
40650,1,215000001,215500000,4,4.0000000314783195,2,SA928-A73044A-R08-C31,SA928,A73044A
40651,1,215500001,216000000,2,2.00000001570121,2,SA928-A73044A-R08-C31,SA928,A73044A
40652,1,216000001,216500000,4,4.00000007138907,2,SA928-A73044A-R08-C31,SA928,A73044A
40653,1,216500001,217500000,6,6.00000003286029,2,SA928-A73044A-R08-C31,SA928,A73044A
40654,1,217500001,218000000,5,5.00000005450455,2,SA928-A73044A-R08-C31,SA928,A73044A
40655,1,218000001,218500000,4,4.00000001840405,2,SA928-A73044A-R08-C31,SA928,A73044A
40656,1,218500001,219000000,6,5.99999997835302,2,SA928-A73044A-R08-C31,SA928,A73044A
40657,1,219000001,220000000,5,11.5000000582384,2,SA928-A73044A-R08-C31,SA928,A73044A
40658,1,220000001,221500000,4,3.99999998777394,2,SA928-A73044A-R08-C31,SA928,A73044A
